index,id,text,text_swap_words,text_remove_spacing,text_letter_to_symbol,text_swap_letters,text_insert_punctuation,text_insert_duplicate_characters,text_delete_characters,text_change_case
129,1488299771232014343,"There are two hard things in computer science: cache invalidation and naming things (and off-by-one errors).

#javascript #React #ReactNative #webdev #AndroidDev",There are two hard things in computer science: cache and invalidation naming things (and off-by-one errors). #javascript #React #ReactNative #webdev #AndroidDev,"There-are`two hard things in computer,science: cache`invalidation and naming`things (and off-by-one*errors).

#javascript-#React,#ReactNative*#webdev`#AndroidDev",There are two hard things in Comput{r science: (ACh{ invalidation and naming things (and o4F-6y-on{ errors #javascript #React R{@<tNat!v{ #webdev #AndroidDev,There are two hard things in computer science: cahce invalidation and naming tnhigs (and off-by-one errros jvaacsript #React #ReactNative #webdev #AndroidDev,There are t{w]o hard ]th!ings in computer s?cienc/e !ca.che invalidation and naming things (and off-by-one errors). #javascript #React #ReactNative #webdev #AndroidDev,There are twwoo hard things in ccomputerr science: cache invalidation and naming things (and off--by-onne errors). #javascript RReactt #ReactNative #webdev #AndroidDev,There are two hard things in computer science: cche invalidation and naming things (and off-by-one errors). javaript #React #ReactNative wbev #AndroidDev,There are tWO hard things in computEr science: cache INvALIDAtIon and naming tHINgS (and ofF-by-OnE erROrs #javascript #React #ReactNative #webdev ANdrOIDDEv
130,1488299756904349697,POPCOIN TURD A JAR OF METAMUCIL AWKWARD IN IT'S MOVEMENT UNDERWEAR BOZART CHARLIE BROWN SCOTLAND THE JEFFERSONS FART PORK BUTT URNY SQUEEZIT THE BUTT FART BROWN FART. FART DIARRHEA SNEEZE AND ADDRESS SEO PALM OIL DRAIN ARTIFICIAL INTELLIGENCE MACHINE LEARNING GRIEVING METALCORE,POPCOIN TURD A JAR OF METAMUCIL AWKWARD IN IT'S MOVEMENT UNDERWEAR BOZART CHARLIE BROWN SCOTLAND THE JEFFERSONS PORK FART BUTT URNY SQUEEZIT THE BUTT FART BROWN FART. FART DIARRHEA SNEEZE AND ADDRESS SEO PALM OIL DRAIN ARTIFICIAL INTELLIGENCE MACHINE LEARNING GRIEVING METALCORE,"POPCOIN-TURD`A JAR OF METAMUCIL AWKWARD,IN IT'S`MOVEMENT UNDERWEAR BOZART`CHARLIE BROWN SCOTLAND*THE-JEFFERSONS,FART*PORK`BUTT URNY`SQUEEZIT THE*BUTT`FART BROWN FART.-FART.DIARRHEA SNEEZE AND`ADDRESS SEO PALM.OIL DRAIN ARTIFICIAL INTELLIGENCE-MACHINE LEARNING GRIEVING METALCORE",POPCOIN tURD A JaR OF METAMUCIL AWKWARD iN IT'S MOVEMENT M0VeMeN7 UNDeRWeaR CHARLIE BROWN SCOTLAND 5C0t!@ND JEFFERSONS FART PORK BUTT URNY SQUEEZIT s9Ue{Zl7 BUTT FART BROWN BR0WN FART FaR7 DIARRH{a AND @ND SEO PALM OIL DRAIN ARTIFICIAL INTELLIGENCE MACHINE LEARNING 1{@RN|Ng METALCORE,POPCOIN TRUD A JAR OF METAMUCIL AWKWARD IN IT'S MOVEMENT UNDERWEAR BOZART BOZRAT BROWN SCOTLAND SCOTLNAD THE FART PORK BUTT URNY SQUEEZIT THE BUTT FART BROWN FART. FART DIARRHEA SNEEZE AND ADDRESS SEO SEO OIL DRAIN DRIAN INTELLIGENCE MACHINE MACNHIE GRIEVING METALCORE,"POPCOIN TUR]{D A ]JA!R OF MET'A""MUCIL AWKWA!.RD IN IT'S MOVEMENT UNDERWEAR BOZART CHARLIE BROWN SCOTLAND THE JEFFERSONS FART PORK BUTT URNY SQUEEZIT SQUE(`EZIT BUTT FART FA~R^T FART. F^A,RT DIARRHEA SNEEZE AND ADDRESS AD^DRE'SS PALM OIL DRAIN ARTIFICIAL INTELLIGENCE MACHINE LEARNING GRIEVING GRI/!EVING",POPCOIN TURDDD A JAR OOFF METAMUCIL AWKWARD IN IT'S MOVEMENT UNDERWEAR UNDEERWEARR CHARLIE BROWN BBROWNN THE JEFFERSONS FART FFARTT BUTT URNY SQUEEZIT THE BUTT FART BROWN FART. FART DIARRHEA SNEEZE AND ANDDD ADDDRESSS PALM OIL OIILL ARTIFICIAL INTELLIGENCE MACHINE MAACHINNE GRIEVING GRRIEVIING,POPCOIN TUD A JAR OF MTAUCIL AWKWARD IN IT'S MOVEMENT UNDERWEAR BOZART BORT BROWN SCOTLAND SOTLND THE FART PORK BUTT URNY SQUEEZIT THE BUTT FART BROWN FART. FART DIARRHEA SNEEZE AND ADDRESS SEO SEO OIL DRAIN DRAN INTELLIGENCE MACHINE LEARNING GRIEVING METALCORE,POPCOIN turd a JAR OF mEtamucil AWKWARD in IT'S MOVEMENT UNDERWEAR BOZART CHARLIE BROWN SCOTLAND THE JEFFERSONS FART PORK BUTT URNY SQUEEZIT SqueezIT BUTT FART Fart FART. FaRt DIARRHEA SNEEZE AND ADDRESS SEO seo OIL DRAIN ARTIFICIAL ARTIfICIAL MACHINE LEARNING GRIEVING METALCORE
131,1488299751179100160,Who wants to take my Cybersecurity test for me ? Lol,Who wants to take my test Cybersecurity for me ? Lol,"Who-wants`to take my Cybersecurity test,for me`? Lol",Who wants to tak{ my Cybersecurity tE$t for me ? Lol,Who wants to tkae my Cybersecurity test for me Lol Lol,Who wants to tak]{e my Cybersecurity ]te!st for me ? Lol,Who wants to takeee my Cybersecurity test for me LLool Lol,Who wants to tae my Cybersecurity test for me ? Lol,Who wants to TAKE my CybersEcurity test for me ? Lol
132,1488299744216731648,just got out of robotics #GodBlessAmerica,just got of out robotics #GodBlessAmerica,just-got`out of robotics #GodBlessAmerica,just got out of ro60tiC$ god61{sSamEr!Ca,just got out of roboicts #GodBlessAmerica,just got out of robotic]{s #GodBlessAmerica,just got out of roboticsss #GodBlessAmerica,just got out of robois #GodBlessAmerica,just got out of ROBOTICS #GodBlessAmerica
133,1488299719461945349,"Is it possible to use a 4:3 monitor as a dual setup for a pc with a 16:9 monitor?

Just saw a brand new, still in box CRT monitor on ebay for $300. Considering the average monitor price around that time was $300/400, technically i'd be saving money.","Is it possible to use a 4:3 monitor as a dual setup for a pc with a monitor? 16:9 Just saw a brand new, still in box CRT monitor on ebay for $300. Considering the average monitor price around that time was $300/400, technically i'd be saving money.","Is-it`possible to use a 4:3,monitor as`a dual setup`for a pc*with-a,16:9*monitor?

Just`saw a`brand new,*still`in box CRT-monitor.on ebay for`$300. Considering the.average monitor price around-that time was $300/400, technically i'd be-saving money.","Is it po$$iBIE to use a 4:3 monitor as a dual setup for a p< with a 16:9 monitor? Just S@w a brand new, still in 60x CRT monitor on ebay for $300. Considering the average monitor price around that time was $300/400, technically i'd be 8E money.","Is it possblie to use a 4:3 moniotr as a dual setup for a pc with a 16:9 monitor? Just saw a brand new, still in box CRT monitor on ebay for $300. Cnosiedring the avegrae mointor price around that time was $300/400, technically i'd be saving sviang","Is it possibl]{e to use a ]4:!3 monitor as a d'""ual set.u!p for a pc with a 16:9 monitor? Just saw a brand new, still in box CRT monitor on ebay for $300. Considering the average monitor pr(ic@e around that time was $300/400, technically i'd be saving money.","Is it possibleee to use a 4:3 mmoniitor as a dual setup for a pc with a 16:9 monitor? Just sssaw a brand nnnew still in box CRT mmoniitor on ebay for $300. Considering the average monitor price around that time was $300/400, technically i'd be saving money.","Is it possbe to use a 4:3 mnior as a dual setup for a pc with a 16:9 monitor? Just saw a brand new, still in box CRT mnitr on ebay for $300. Cnsideing the average monitor price around that time was $300/400, technically i'd be saving money.","Is it POSSIBLE to use a 4:3 monitor as a dual setup for a Pc with a 16:9 monitOr Just saw a brand new, still in BoX CRT monitor on ebay for $300. Considering the average monitor price around that time was $300/400, technically i'd be BE money."
134,1488299717775826945,Hello Salesforce peeps! - new job and just got a superbadge Lightning Experience Reports &amp; Dashboard specailist! Try it its worth it!! #Salesforce #Trailblazers #Trailhead #superbadge,Hello Salesforce peeps! - new job and just got superbadge a Lightning Experience Reports &amp; Dashboard specailist! Try it its worth it!! #Salesforce #Trailblazers #Trailhead #superbadge,"Hello-Salesforce`peeps! - new job and,just got`a superbadge Lightning`Experience Reports &amp;*Dashboard-specailist!,Try*it`its worth`it!! #Salesforce*#Trailblazers`#Trailhead #superbadge",Hello $aI{$FOrCe peeps! - job job and just got 5upEr6@dg{ l|ghtning Lightning Experience Reports &amp; Dashboard 5p{(@!I!st try it its worth it!! #Salesforce #Trailblazers #Trailhead #superbadge,Hello Salefsocre peeps! - job job and just got a superbadge Lightning Experience Reports &amp; Dashbaord specailist! Try it its wroth it!! #Salesforce #Trailblazers Tarilhaed #superbadge,"Hello Salesfo]{rce peeps! ]ne!w new job and 'g""ot got superb.ad!ge superbadge Lightning Experience Reports &amp; Dashboard specailist! Try it its worth it!! #Salesforce #Trailblazers #Trailhead #superbadge",Hello Salesforrrce peeps! - jjoob job and just got a superbadge Lightning Experience Reports aaamp Dashboard sspecailistt Try it its worth it!! #Salesforce Trailbllazerrs Traiilheead #superbadge,Hello Salesfoe peeps! - new job and got got supebage superbadge Lightning Experience Reports amp Dashboard specailist! Try it its worth it!! Sleforce #Trailblazers #Trailhead #superbadge,Hello sAlESfORCE peeps! - new job and just got a lIghtNIng eXPErIENCE Experience Reports &amp; Dashboard specailist! Try it its worth it!! #Salesforce #Trailblazers #Trailhead sUpeRBAdGe
135,1488299690810503169,"Hey! I’d like to introduce a friend.

Please say hello to @kikiorg; she/them. They just tried a binder and are hooked. Artist, hacker, parent, and Tesla rebuilder extraordinaire. They have a **tea and scone maker** installed in their car!

Can they get some nb/trans men follows?","Hey! I’d like to introduce a friend. Please say hello to @kikiorg; she/them. They just tried a and binder are hooked. Artist, hacker, parent, and Tesla rebuilder extraordinaire. They have a **tea and scone maker** installed in their car! Can they get some nb/trans men follows?","Hey!-I’d`like to introduce a friend.

Please,say hello`to @kikiorg; she/them.`They just tried*a-binder,and*are`hooked. Artist,`hacker, parent,*and`Tesla rebuilder extraordinaire.-They.have a **tea`and scone maker**.installed in their car!

Can-they get some nb/trans men follows?","Hey! I’d ’ to introduce a friend. Please say PLeaS{ to @kikiorg; she/them. @ just She/th{m a binder and are hooked. Artist, hacker, parent, and Tesla rebuilder extraordinaire. They have a **tea and scone **7e@ installed in their car! Can they get some nb/trans men follows?","Hey! I’d ’ to introduce a friend. Please say hello say hello she/them. They just tried a binder tired are hooked. Artist, are hokoed and Tesla rebuilder extraordinaire. They have a **tea and scone maker** installed in their car! Can they get some nb/trans men follows?","Hey! I’d {]’ to introduce a ]intro!duce Please say P'""lease sa!.y @kikiorg; she/them. They just tried a binder and are hooked. Artist, hacker, parent, and Tesla rebuilder extraordinaire. They have a **tea ha`(ve scone maker** installed in ma~ker#** car! Can they get some nb/trans men follows?","Hey! I’d ’’’ to introduce a friend. Please ffrieend hello to @kikiorg; she/them. They just shhe//them a binder and are bbindeer Artist, hacker, parent, and hackkeer paarentt extraordinaire. They have extrraordinnaire **tea havvee scone maker** installed in their car! Can they carrr some nb/trans geett follows?","Hey! I’d ’ to introduce a friend. Please say hello say helo she/them. They just shehem a binder and are bder Artist, are hked and Tesla rebuilder extraordinaire. They have a **tea and scone maker** installed in their car! Can they get some nb/trans men follows?","Hey! I’d ’ to introduce a friend. Please FrIENd hello SAy @kikiorg; she/them. @ KIkIORG tried a binder and are hooked. Artist, hacker, parent, and Tesla rebuilder extraordinaire. They have a **tea and scone **TEa installed in their car! Can they get some nb/trans men follows?"
136,1488299665913171975,"Day 31 ✅Done
#100DaysOfCode

Flash Card App Capstone Project

#100DaysOfPython #DrAngelaYu",Day 31 ✅Done #100DaysOfCode Flash App Card Capstone Project #100DaysOfPython #DrAngelaYu,"Day-31`✅Done
#100DaysOfCode

Flash Card App Capstone Project

#100DaysOfPython,#DrAngelaYu",Day 31 ✅Done #100DaysOfCode fLa$h Card App C@p$7On{ Projec7 100D@ys04Py7h0n #DrAngelaYu,Day 31 ✅Done #100DaysOfCode Flash Card App Cpasotne Project 100DaysOfPtyhon #DrAngelaYu,"Day 3]{1 ✅Done ]100Da!ysOfCode Flash C'""ard Ap!.p Capstone Project #100DaysOfPython #DrAngelaYu",Day 3111 ✅Done #100DaysOfCode FFlassh Card App Capstone Project #100DaysOfPython DrAnngelaYYu,Day 31 ✅Done #100DaysOfCode Flash Card App Capsoe Project #100DaysOfPython #DrAngelaYu,Day 31 ✅Done #100DaysOfCode FlaSh Card App cAPSTONE pROJeCt 100DaysoFPytHOn drANGelAYu
137,1488299660447940613,i updated my mac and omg its the way it doesn't lag when i have different tabs open on my mac and my airpods finally connect now ✨,i updated my mac and omg its the way doesn't it lag when i have different tabs open on my mac and my airpods finally connect now ✨,"i-updated`my mac and omg its,the way`it doesn't lag`when i have*different-tabs,open*on`my mac`and my*airpods`finally connect now-✨",i upd@tEd my mac and omg its the way it doesn't lag when i have h@ve d!Ff{ren7 tab5 Open my mac and my airpods finally connect now ✨,i upadetd my mac and omg its the way it deos lag when i have different diffeernt open on my mac mac my airpods airpdos connect now ✨,"i upd{ate]d my mac and ]om!g its the way it d'""oes lag la!.g i have different tabs open on my mac and my airpods finally connect now ✨",i updaatedd my mac and omg its the wwaay it doesn't lag when i have different tabs taabss on my mac and my airpods aaairpods connect now ✨,i updad my mac and omg its the way it doesn't lag when i have different tabs open oen my mac and my airpods arods connect cnnet ✨,i updATED my mac and oMg its the way it doesn't lag LAg i have HaVE tabs TABS on my mac and my airpods finally connect now ✨
138,1488299656996167683,having no sort of WiFi actually sucks,having no sort WiFi of actually sucks,having-no`sort of WiFi actually sucks,having no $or7 of WiFi actually $u[kS,having no srot of WiFi actually sucks,having no sor]{t of WiFi actually ]su!cks,having no sorttt of WiFi actually sucks,having no sot of WiFi actually sucks,having no SORT of WiFI actually sucks
139,1488299648976666628,"What were your wins today? 

Mine was FaceTiming with my nephew who is recovering from Covid and watching him get excited over the get-well cookies that the BF and I sent him to commemorate his 100th day of school (that he missed out on).",What were your wins today? Mine was FaceTiming with my nephew who is recovering from Covid and him watching get excited over the get-well cookies that the BF and I sent him to commemorate his 100th day of school (that he missed out on).,"What-were`your wins today? 

Mine was,FaceTiming with`my nephew who`is recovering from*Covid-and,watching*him`get excited`over the*get-well`cookies that the-BF.and I sent`him to commemorate.his 100th day of-school (that he missed out on).",What were your w|n$ today? M|n{ was fac{TlmIn9 with my nephew who is recovering from [0v!d and watching him get excited over the get-well cookies that the BF and I sent him to commemorate his 100th day of school (that he mI5${d out on).,What were your wnis today? Mine was FaceTiming with my nephew who is recovering from Covid and watching him get excited over the get-well cookeis that the BF and I sent him to commemorate his 100th day of school (that he missed out on).,"What were your win]{s today? ]Mi!ne was Fac'e""Timing with my nep.he!w who is recovering from Covid and watching him get excited over the get-well cookies that the BF and I sent him to commemorate his 100th day of school (that he @misse=d out on).",What were your winsss today? Mine wwaas FaceTiming with my nephew who is recovering from Covid and waatcching him get eeexcited over the get-well cookies that the BFFF and I seennt him to commemorate his 100th day of school (that he missed out on).,What were your wis today? Mine was FceTimig with my nephew who is recovering from Covid and watching him get excited over the get-well coies that the BF and I sent him to commmoate his 100th day of school (that he missed out on).,What were your WINS todAy Mine was fACEtIMinG with my nephew who is recovering from cOVId and watching him get excited over the get-well cookies that the BF and I sent him to commemorate his 100th DAY of school (that he missed out on).
